"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
30,3,5,5,3,1.0084496845144,0.959768993538936,0.379574555074615,0.0707492805847291,0.901437270440292,0.16285860222846,1.0000023872222,1.00421624569071
30,3,5,5,4,1.08632108175505,1.01059786153295,0.77582876280862,0.0499458648376878,0.952310576959242,0.0432159078355698,1.00030127140955,1.0041208489227
30,3,5,10,3,1.22135197267027,0.894702312873364,0.545993179701137,0.0749489431212656,0.893742196282186,-0.0918203703729848,0.999151751629515,1.00223474564206
30,3,5,10,4,1.13958802878807,0.945794932683569,0.706704243959969,-0.0187614025953733,0.923014275465801,-0.0695510816386034,0.999702058262389,1.00721077414407
30,3,10,5,3,0.957632726874438,0.915636330223413,0.706150053442588,0.0332707824078951,0.881350337852379,0.154301073843713,0.999810989482203,1.00482718497679
30,3,10,5,4,0.797770201416717,0.977611939970459,0.897176695964114,-0.0437485765214809,0.922323706119081,-0.0206297733365726,0.999484283165756,1.00257489201631
30,3,10,10,3,1.0935387639033,1.03537812203563,0.729828780503863,0.0225719756944541,0.930384237537048,0.148242905320296,0.999803633837734,1.00665187916044
30,3,10,10,4,1.19924104509121,0.969387002136769,0.803226072597085,0.00503397495921527,0.935119579502797,0.0818455901638484,0.999842334908405,1.0041115157339
30,5,5,5,3,0.864628242352987,0.911149668423224,0.664731730286194,0.0317945440155651,0.898272066393211,0.103442333231386,0.99981048520952,1.00277799422835
30,5,5,5,4,1.23233135245083,0.92525791906134,1.15321640729732,0.0325615382423191,0.896612402745859,0.148120903398916,0.999917264425378,1.00378628510587
30,5,5,10,3,0.963293850439464,0.924134118553357,1.04839058157041,-0.000663670580036662,0.915606998687544,0.290941222689329,0.999134027316253,1.00093599445634
30,5,5,10,4,1.16445573132207,0.951297527056663,0.908486612436765,0.11742331434692,0.934075307277947,0.0445491152342379,0.999603852746124,1.00561072768048
30,5,10,5,3,1.15398627638478,0.898824345020214,0.599967009646666,-0.0509812464287072,0.883698795535066,0.0473047479073238,0.999470625030146,1.00337033884826
30,5,10,5,4,1.18316652892331,1.07821518890176,0.879704689942034,-0.140498344837594,0.9667843176802,0.0287603876330162,0.999884496198843,1.00497602926863
30,5,10,10,3,0.680538275300346,1.04273524860385,0.625519772262414,0.136889602119291,0.967635311030628,-0.0985742190177412,0.999673945821033,1.0044787234496
30,5,10,10,4,1.08147727388802,1.06358401146201,0.899097452893335,0.0387339589127642,0.982594990498781,-0.010796141713555,0.999962129769542,1.01061443382234
50,3,5,5,3,1.19512814924092,1.19625532185219,0.654882260063715,0.127843176684229,1.01128915581019,0.138281446703844,0.999608135614303,1.00298829431238
50,3,5,5,4,1.1354821967836,1.07627067856722,0.845039095758678,-0.0705494102955574,0.980823471605641,0.0380371841255999,0.999418785720603,1.00262878094539
50,3,5,10,3,1.07793518402977,0.968409600197964,0.610592544913335,-0.0402179902064896,0.938575114760711,-0.101814109033762,0.999330944670466,1.00415946107766
50,3,5,10,4,1.02068270212499,0.970785296176625,0.599730052537414,0.000259760491592866,0.947083529909932,0.198865088492757,0.999332888547605,1.00200396610086
50,3,10,5,3,1.02238840181681,1.30191125296709,0.621512644487032,0.0278436594580363,1.04609049559413,0.0816218656350019,1.00018259933816,1.01020625978198
50,3,10,5,4,1.01980579006369,0.965573516877427,0.733647140774647,0.0810789236474238,0.929167031397365,0.0171914465996397,0.999391300086653,1.00304922787319
50,3,10,10,3,1.13883960825749,1.00202059683123,0.750613948191069,0.0386445577263316,0.959527631433932,0.153430903209119,1.00005423487665,1.00519207354734
50,3,10,10,4,1.17277860834695,1.12750844603324,0.789048954689515,0.0206341781774233,1.01450651928531,0.00742709896105107,1.00027636770052,1.00625641549464
50,5,5,5,3,1.02943998129568,0.950131737182725,0.908319877353972,0.0371828169941786,0.928382468464185,0.155715117865388,0.999542245171145,1.00251513197906
50,5,5,5,4,1.16981122731162,1.0922733069528,0.674543814224833,0.0255167541149229,1.01078922179547,-0.00279276497325367,0.999670667503234,1.00402034912679
50,5,5,10,3,1.23169555360405,1.0401259690447,0.758323275401007,0.0674622356292761,0.980678153928649,-0.15912629261537,0.999313373924412,1.00135939923576
50,5,5,10,4,1.05153793447991,1.36779639639189,1.01576157893664,0.111996658764561,1.1487267662315,0.0140330744638116,0.999354408018476,1.00208354709679
50,5,10,5,3,1.13591168440415,0.978296240591203,0.7238474689333,-0.0270917479031894,0.939078073357827,-0.00896562163934946,0.999391627505769,1.00211940759454
50,5,10,5,4,1.17193764924878,1.01799348232753,0.948131169961511,0.0306176880021523,0.969842504539729,0.109522388709181,0.999346300126234,1.00554410491626
50,5,10,10,3,1.0137808637692,1.04924624327418,0.679481902682945,0.0304341754391156,0.976050034383031,-0.150310588957299,0.999789245883207,1.0055780107674
50,5,10,10,4,0.985128476201361,1.06350385890938,0.661312503956997,0.00808258471918803,0.999460912963797,-0.108562920202567,0.999717381167604,1.00760846241422
