"","V1","V2"
"1","WAIC","3006.95032015905"
"2","ML","2866.1452414063"
"3","AIC","BIC"
"4","RhatMax","1.00794588610542"
"5","RhatMean","0.999454743867324"
"6","SE Mean","0.139584977502614"
"7","SE SD","0.0108229795861801"
