"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
60,10,3,0.284134633006218,0.166575726587422,0.254817480884228,0.321628086472447,-0.0445463661213521,-0.00499466651026579,-0.0399519006619752,1.38777878078145e-17,1.00769905705827,1.03532092619788
60,10,5,0.2778151904058,0.228106823371851,0.375017988335221,0.386976076187234,-0.0287268139341469,0.010163862004659,-0.016829749568841,-1.73472347597681e-18,1.02315876930635,1.08907521428011
60,10,10,0.27231679600021,0.255626340744815,0.329922731521266,0.386156493073692,0.0238808239153929,0.0165482866174354,0.0443346249496784,-3.46944695195361e-18,1.0081471714467,1.02825652310138
60,15,3,0.253427062525813,0.279726026786715,0.160859628606921,0.297321187369904,0.0308767403267051,0.0253937291002154,0.0352576076124987,1.21430643318376e-17,1.0056815150628,1.02196022571427
60,15,5,0.264758248570017,0.378091548159853,0.198286476691883,0.344831201158424,-0.00723887997435137,-0.0185837273282401,-0.0410900033485206,3.46944695195361e-18,1.00602388580287,1.02387050233652
60,15,10,0.203403140495233,0.315116589543155,0.257337764567013,0.391865905278863,-0.0166609794059753,0.0317268821399843,-0.0844716048354538,-1.34441069388203e-17,1.00753107937909,1.0279420239734
90,10,3,0.261689640329408,0.226570535414927,0.145103678785654,0.264689368160596,0.00765827090806149,0.0365807624580358,-0.0477381804104001,6.50521303491303e-18,1.00432201052071,1.01756681520804
90,10,5,0.255532985787862,0.252161080446001,0.107006490987449,0.339345731596149,0.0266768631766015,0.0165188119570202,0.037129634833022,3.46944695195361e-18,1.0073184560981,1.02535695520051
90,10,10,0.337691493286502,0.267036109098275,0.340575263976905,0.448445230399094,0.0235018002411874,-0.0171267336082969,-0.0377012958487799,-1.38777878078145e-17,1.00247809661764,1.00948031663578
90,15,3,0.230447093081975,0.191024291805115,0.220213944142905,0.306072514875429,-0.0471942967494535,-0.0174686741335041,-0.142584204475261,-4.33680868994202e-18,1.00725019353763,1.03682526634742
90,15,5,0.227534572822271,0.202561811266757,0.134022928419855,0.296268509441422,0.0433016248315084,-0.00554061033859664,0.0565930839031367,0,1.03306537965028,1.1450690482846
90,15,10,0.300829224605415,0.255939799960707,0.335886089141926,0.358267449396376,0.0780884013340602,0.0150663181057105,0.198943881794365,1.56125112837913e-17,1.00715422234415,1.01904127243079
120,10,3,0.2630733649858,0.198159452057567,0.101793687548196,0.227238184162116,0.0379351242570563,-0.0185604286944557,0.0333009653721776,-4.11996825544492e-18,1.00424457649059,1.02664223844595
120,10,5,0.272699687700636,0.168626627515583,0.118710698382109,0.308445152195636,0.0233283166673479,0.0170728183900978,0.0434855253040721,7.80625564189563e-18,1.00363750971232,1.01814177540953
120,10,10,0.268163350103539,0.162794838200108,0.147193912261431,0.290915296493385,0.0237803448336922,0.0110270046515639,0.0492225585233897,-5.20417042793042e-18,1.00168443844955,1.00825244497604
120,15,3,0.197024815678677,0.343435224674378,0.164625575375701,0.211595744825494,0.0330004161696377,0.0223997605494898,0.101746202109936,-1.04083408558608e-17,1.0042717121823,1.01775724656686
120,15,5,0.243764788805825,0.174174970275448,0.196135419418824,0.29056506195177,0.0249657194555026,-0.0185890099649522,0.0810052902209241,1.64798730217797e-17,1.14116372212754,1.63363861109672
120,15,10,0.225402581497113,0.19024134351684,0.160361441793648,0.271804384292596,-0.0110642271435431,0.0150162817671516,-0.0597191803908561,-3.46944695195361e-18,1.00287871420904,1.00881723883559
