"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
50,10,3,0.284721813311122,0.275442204446876,0.339826071445868,0.380040226786864,0.0306332792206201,0.0238279360897352,0.10436436237801,1.38777878078145e-17,1.00605727138942,1.02522316085142
50,10,5,0.235875998013805,0.280367381066238,0.249253997674101,0.33423604351824,0.0233768665042875,-0.0155534447674016,0.171700133394144,-6.07153216591882e-18,1.01520953205314,1.04684160213962
50,10,10,0.267783839525086,0.361432380175733,0.414335461621663,0.437641497137428,0.0412912004956759,0.0509454199955196,0.13834332908,1.56125112837913e-17,1.00808418711808,1.06903833659886
50,15,3,0.29044710191219,0.230042318971649,0.231794889971236,0.361374676645786,-0.0115621115204685,-0.0196072920458127,-0.0243810103921543,1.47451495458029e-17,1.009714695644,1.03961820550435
50,15,5,0.262942667897281,0.206300583290247,0.248236239596751,0.302101999936019,-0.00794954235192023,0.016934672796767,-0.102492720927419,-3.46944695195361e-18,1.01380815366884,1.04671372834542
50,15,10,0.28522527692958,0.247020355234533,0.449617019365248,0.41534363917882,0.125059836662038,0.0181323678877505,0.169280181421789,3.03576608295941e-18,1.0056416811806,1.0377635909974
100,10,3,0.245847691253798,0.212195056635313,0.116405413258957,0.280496173319761,0.0148595187353688,0.0233306720046871,0.0272784934375803,-1.38777878078145e-17,1.00777047640367,1.03254415128052
100,10,5,0.284533511919365,0.178121498557495,0.127837764401187,0.231978256004032,0.0283703491280613,0.0146060245014186,0.0422347307400176,2.81892564846231e-17,1.00077970707851,1.004215297426
100,10,10,0.260452760345974,0.168815919049829,0.218125471293505,0.252964812374696,-0.0551265223741206,0.0158617315898924,-0.115890304736511,8.67361737988404e-18,1.00579523261477,1.0197874721093
100,15,3,0.241864374150194,0.201790711866663,0.223544604454045,0.330073076773163,-0.0089447301958361,0.0180527061500422,0.0251518132761081,-1.38777878078145e-17,1.00481510836257,1.01865266204146
100,15,5,0.237711988455777,0.166431617903942,0.278012290315587,0.340736514003209,0.0207515535204788,0.0265612846883504,0.0707387523881601,9.54097911787244e-18,1.00858325534623,1.02985407588194
100,15,10,0.247873783754237,0.165532144761425,0.744523271425124,0.527543066901746,0.0281611022336912,0.0185358119730925,-0.023598456186672,7.37257477290143e-18,1.00248175048734,1.02551527376403
