"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
30,3,5,5,3,0.922693506604882,0.870509333223723,0.598996889367186,0.144235302084459,0.861420808556761,-0.171515693148974,0.999517074416958,1.00337823542915
30,3,5,5,4,1.01806907869705,0.943081172775285,0.960788584973736,-0.0288884939478934,0.914941160251429,0.017705499529063,0.999591630835007,1.00218396697283
30,3,5,10,3,0.81804782470729,1.19645789535441,0.565608373092241,0.0159660982361075,1.02009352705797,0.186595394243634,0.999970640835403,1.00679820333303
30,3,5,10,4,1.24404694083475,0.976154724749429,0.729447040383111,0.0114262321845645,0.933700576404757,0.0414402691985812,0.999481196608351,1.00497268610168
30,3,10,5,3,1.12421689853714,0.881815044517972,0.993240319628307,-0.0253513541945983,0.863880723716345,0.0569953178811297,1.00010183531599,1.00748169080816
30,3,10,5,4,1.01037477820079,1.03048760273796,0.783322022935465,-0.0519756081758736,0.939284205539852,0.0273938852403571,0.99956496354478,1.00219745455309
30,3,10,10,3,0.8972411245871,1.12031877835238,0.853373142129664,-0.0507194314817189,0.979840401613114,0.101950197969127,0.999337388796172,1.00142157447323
30,3,10,10,4,0.80931437907264,1.02547089524524,0.776080016868722,-0.0586826055625031,0.963473615689455,-0.0173944258250891,0.999946255212528,1.0047769076188
30,5,5,5,3,1.24301585857339,0.920359978694721,0.587824048351307,-0.0110629082502741,0.897978455189912,-0.19304850382216,0.999671404782299,1.00242565723899
30,5,5,5,4,1.23252118947334,0.970614166890578,1.09698126755591,-0.155643976881977,0.928442678864366,0.0638199897756319,0.999567282777893,1.00249487998854
30,5,5,10,3,0.919792984956515,0.955435029171143,0.58845899416768,-0.0775893549253828,0.933845101569473,-0.100748547014617,0.999420316265369,1.00129878679936
30,5,5,10,4,1.21089495862205,0.949972961400135,0.891969773311829,-0.0707257606083078,0.937659071973574,0.0576925350393541,0.99955601096308,1.0019877212728
30,5,10,5,3,1.02376042427189,0.999937903337227,0.798908882874885,-0.042118628969188,0.927138540536444,-0.0224035693576755,0.999771811127855,1.00395578733552
30,5,10,5,4,0.913667756633104,1.0615507791847,0.910288255527014,0.0958622178830317,0.964708658041964,-0.0107254054753191,0.999596709089749,1.00441409043039
30,5,10,10,3,0.920435044318876,0.94917472521961,0.696254264725757,0.0735948792722014,0.917143972394208,-0.00401408270468137,1.00043792206405,1.00977064068009
30,5,10,10,4,1.18239616320381,1.17389994460494,0.780074315991092,0.0126310168154456,1.02102932665371,0.0199661919030659,1.0003564578171,1.00480041077053
50,3,5,5,3,0.88659027633115,0.928333559849659,0.467256890599834,-0.075653450428966,0.908595873764378,0.0787766152511575,0.999621338748865,1.00244763759475
50,3,5,5,4,0.928699287206187,1.00755418622348,1.12669188404794,0.0344225010735954,0.96143083439575,0.03680579292718,0.999624210793513,1.00271410597559
50,3,5,10,3,1.25191493106737,1.02646901263282,0.671094379613418,0.0394354004334167,0.976584624332612,0.00800788046056691,0.999295154104451,1.0025478069288
50,3,5,10,4,1.11942999694529,1.01087349607,0.804543741063783,0.116769180937127,0.96424627034116,-0.0296118308371631,0.999299963878372,1.00428666439342
50,3,10,5,3,0.959284374538853,0.994973339660095,0.787440086279067,-0.017289968083807,0.942108136719656,0.138977416181344,0.999301828585733,1.0024830604816
50,3,10,5,4,1.12821007313077,0.935092200504413,0.69267305252072,0.00405242532734682,0.919603137443989,0.0169604085494245,0.99955504631062,1.00721378626789
50,3,10,10,3,1.02070878685146,1.00803317247757,0.730526049555867,0.0771903543633747,0.950305808382265,0.0749936703289573,0.999898185112166,1.00280004438429
50,3,10,10,4,1.03618093572536,1.17629433115145,0.867703652641118,-0.025749554007414,1.04131866705595,0.0524246108156606,0.999911783235727,1.00757372971937
50,5,5,5,3,1.14367341920168,1.00165666641977,0.410869859142137,-0.0684778634561932,0.941582037806727,-0.0358634616739173,0.999571794327257,1.00531481623684
50,5,5,5,4,1.20548352036995,1.13292599187414,0.826198415892809,0.0577504626862815,1.02229535883645,0.109510451117257,0.999522390549651,1.00200781265662
50,5,5,10,3,1.18568916286326,0.947547237660051,0.557243724761626,-0.092896439707282,0.930329466711132,0.104662061490001,0.999100819920612,1.00177162184421
50,5,5,10,4,1.10594766415683,0.989614187584336,0.840079681256761,-0.0428721126834519,0.96782086574378,0.0361902746884096,0.99950339997213,1.00727153774791
50,5,10,5,3,1.06151712610879,1.02279885548524,0.790309428103534,-0.118536374928692,0.943243536879116,0.0461339223534618,0.999554657809487,1.01148830305423
50,5,10,5,4,1.0688305163277,1.02905197615876,0.885245329944888,-0.00513364587101339,0.973961628843893,0.102447888833735,0.999365556987981,1.00710135126549
50,5,10,10,3,1.31384536952222,0.980610859986628,0.842432419722002,0.0255185803084668,0.94800873649038,-0.00738192930902679,0.99956241700905,1.00227631277571
50,5,10,10,4,1.00762340544271,1.08887232099919,1.11020052308389,0.0248157841283086,1.0139151521845,0.0877613424800509,0.999806888923267,1.00666550116811
